"","Word","Time","F1","F2","F3","VClass","N","RTime","LDur"
"1879","time175",0.07939,904.971,1462.681,2821.044,"ay",212,0.435483870967742,"Short"
"1880","time175",0.08139,915.848,1480.036,2802.999,"ay",212,0.451612903225806,"Short"
"1881","time175",0.08339,923.778,1488.859,2795.26,"ay",212,0.467741935483871,"Short"
"1882","time175",0.08539,921.691,1489.998,2806.326,"ay",212,0.483870967741935,"Short"
"1883","time175",0.08739,910.64,1489.655,2727.882,"ay",212,0.5,"Short"
"1884","time175",0.08939,899.294,1492.882,2682.149,"ay",212,0.516129032258065,"Short"
"1885","time175",0.09139,891.325,1498.341,2717.231,"ay",212,0.532258064516129,"Short"
"1886","time175",0.09339,885.46,1504.92,2831.444,"ay",212,0.548387096774194,"Short"
"1887","time175",0.09539,882.351,1515.057,2842.905,"ay",212,0.564516129032258,"Short"
"1888","time175",0.09739,883.073,1527.861,2811.648,"ay",212,0.580645161290323,"Short"
"1889","time175",0.09939,884.366,1537.861,2813.507,"ay",212,0.596774193548387,"Short"
"1890","time175",0.10139,881.932,1543.134,2836.421,"ay",212,0.612903225806452,"Short"
"1891","time175",0.10339,874.469,1545.579,2899.412,"ay",212,0.629032258064516,"Short"
"1892","time175",0.10539,866.776,1548.524,2723.291,"ay",212,0.64516129032258,"Short"
"1893","time175",0.10739,864.755,1553.893,2705.168,"ay",212,0.661290322580645,"Short"
"1894","time175",0.10939,868.417,1562.377,2778.977,"ay",212,0.67741935483871,"Short"
"1895","time175",0.11139,877.062,1575.488,2847.292,"ay",212,0.693548387096774,"Short"
"1896","time175",0.11339,886.649,1589.995,2834.589,"ay",212,0.709677419354839,"Short"
"1897","time175",0.11539,890.226,1598.999,2825.563,"ay",212,0.725806451612903,"Short"
"1898","time175",0.11739,885.44,1602.549,2819.099,"ay",212,0.741935483870968,"Short"
"1899","time175",0.11939,872.94,1605.185,2816.031,"ay",212,0.758064516129032,"Short"
"1900","time175",0.12139,857.619,1609.705,2748.934,"ay",212,0.774193548387097,"Short"
"1901","time175",0.12339,845.006,1613.921,2711.655,"ay",212,0.790322580645161,"Short"
"1902","time175",0.12539,834.738,1615.16,2748.812,"ay",212,0.806451612903226,"Short"
"1903","time175",0.12739,823.796,1614.133,2809.18,"ay",212,0.82258064516129,"Short"
"1904","time175",0.12939,812.907,1614.168,2810.295,"ay",212,0.838709677419355,"Short"
"1905","time175",0.13139,803.389,1616.478,2810.897,"ay",212,0.85483870967742,"Short"
"1906","time175",0.13339,793.654,1618.575,2806.213,"ay",212,0.870967741935484,"Short"
"1907","time175",0.13539,782.562,1618.798,2792.775,"ay",212,0.887096774193548,"Short"
"1908","time175",0.13739,771.608,1618.712,2764.961,"ay",212,0.903225806451613,"Short"
"1909","time175",0.13939,763.193,1622.134,2727.699,"ay",212,0.919354838709677,"Short"
"1910","time175",0.14139,757.607,1629.534,2708.157,"ay",212,0.935483870967742,"Short"
"1911","time175",0.14339,753.652,1636.472,2718.389,"ay",212,0.951612903225806,"Short"
"1912","time175",0.14539,749.905,1638.997,2737.368,"ay",212,0.96774193548387,"Short"
"1913","time175",0.14739,745.078,1637.273,2714.908,"ay",212,0.983870967741935,"Short"
"1914","time175",0.14939,739.45,1633.484,2662.428,"ay",212,1,"Short"
"1990","time209",0.025413,768.594,1307.962,2595.736,"ay",213,0,"Long"
"1991","time209",0.027413,786.7,1317.604,2636.445,"ay",213,0.0101010101010101,"Long"
"1992","time209",0.029413,798.001,1324.543,2646.604,"ay",213,0.0202020202020202,"Long"
"1993","time209",0.031413,797.649,1325.511,2656.966,"ay",213,0.0303030303030303,"Long"
"1994","time209",0.033413,794.928,1326.893,2673.574,"ay",213,0.0404040404040404,"Long"
"1995","time209",0.035413,791.778,1325.581,2671.365,"ay",213,0.0505050505050505,"Long"
"1996","time209",0.037413,783.997,1318.334,2545.342,"ay",213,0.0606060606060606,"Long"
"1997","time209",0.039413,774.189,1310.436,2461.44,"ay",213,0.0707070707070707,"Long"
"1998","time209",0.041413,766.01,1305.255,2465.188,"ay",213,0.0808080808080808,"Long"
"1999","time209",0.043413,763.394,1304.765,2507.933,"ay",213,0.0909090909090909,"Long"
"2000","time209",0.045413,770.354,1312.337,2563.872,"ay",213,0.101010101010101,"Long"
"2001","time209",0.047413,778.622,1322.852,2589.217,"ay",213,0.111111111111111,"Long"
"2002","time209",0.049413,779.779,1325.545,2581.822,"ay",213,0.121212121212121,"Long"
"2003","time209",0.051413,780.094,1323.776,2553.57,"ay",213,0.131313131313131,"Long"
"2004","time209",0.053413,784.922,1322.516,2522.941,"ay",213,0.141414141414141,"Long"
"2005","time209",0.055413,789.159,1322.592,2506.798,"ay",213,0.151515151515151,"Long"
"2006","time209",0.057413,788.045,1322.817,2500.075,"ay",213,0.161616161616162,"Long"
"2007","time209",0.059413,783.885,1323.918,2495.024,"ay",213,0.171717171717172,"Long"
"2008","time209",0.061413,781.882,1329.976,2481.778,"ay",213,0.181818181818182,"Long"
"2009","time209",0.063413,784.193,1344.102,2448.986,"ay",213,0.191919191919192,"Long"
"2010","time209",0.065413,784.033,1356.467,2406.748,"ay",213,0.202020202020202,"Long"
"2011","time209",0.067413,778.719,1359.57,2392.83,"ay",213,0.212121212121212,"Long"
"2012","time209",0.069413,771.705,1363.909,2394.111,"ay",213,0.222222222222222,"Long"
"2013","time209",0.071413,765.759,1378.444,2376.569,"ay",213,0.232323232323232,"Long"
"2014","time209",0.073413,761.292,1394.119,2325.711,"ay",213,0.242424242424242,"Long"
"2015","time209",0.075413,755.762,1393.989,2275.956,"ay",213,0.252525252525252,"Long"
"2016","time209",0.077413,748.679,1380.314,2265.924,"ay",213,0.262626262626263,"Long"
"2017","time209",0.079413,741.448,1359.774,2300.372,"ay",213,0.272727272727273,"Long"
"2018","time209",0.081413,736.071,1338.455,2375.174,"ay",213,0.282828282828283,"Long"
"2019","time209",0.083413,735.989,1330.146,2488.348,"ay",213,0.292929292929293,"Long"
"2020","time209",0.085413,737.967,1337,2568.931,"ay",213,0.303030303030303,"Long"
"2021","time209",0.087413,735.783,1353.882,2594.231,"ay",213,0.313131313131313,"Long"
"2022","time209",0.089413,731.88,1387.815,2618.513,"ay",213,0.323232323232323,"Long"
"2023","time209",0.091413,728.93,1424.08,2635.54,"ay",213,0.333333333333333,"Long"
"2024","time209",0.093413,725.99,1440.37,2614.675,"ay",213,0.343434343434343,"Long"
"2025","time209",0.095413,724.224,1444.015,2574.235,"ay",213,0.353535353535353,"Long"
"2026","time209",0.097413,725.836,1446.184,2552.891,"ay",213,0.363636363636364,"Long"
"2027","time209",0.099413,730.151,1451.609,2510.306,"ay",213,0.373737373737374,"Long"
"2028","time209",0.101413,731.545,1455.079,2302.28,"ay",213,0.383838383838384,"Long"
"2029","time209",0.103413,728.722,1453.505,2148.846,"ay",213,0.393939393939394,"Long"
"2030","time209",0.105413,725.797,1453.988,2126.396,"ay",213,0.404040404040404,"Long"
"2031","time209",0.107413,724.056,1462.848,2155.897,"ay",213,0.414141414141414,"Long"
"2032","time209",0.109413,723.969,1481.275,2216.281,"ay",213,0.424242424242424,"Long"
"2033","time209",0.111413,725.771,1499.94,2353.194,"ay",213,0.434343434343434,"Long"
"2034","time209",0.113413,728.816,1512.911,2493.171,"ay",213,0.444444444444444,"Long"
"2035","time209",0.115413,735.12,1524.729,2597.196,"ay",213,0.454545454545455,"Long"
"2036","time209",0.117413,746.594,1538.039,2649.044,"ay",213,0.464646464646465,"Long"
"2037","time209",0.119413,756.342,1547.483,2656.19,"ay",213,0.474747474747475,"Long"
"2038","time209",0.121413,757.46,1550.566,2654.44,"ay",213,0.484848484848485,"Long"
"2039","time209",0.123413,752.733,1553.393,2664.037,"ay",213,0.494949494949495,"Long"
"2040","time209",0.125413,747.371,1563.63,2686.036,"ay",213,0.505050505050505,"Long"
"2041","time209",0.127413,743.396,1578.948,2709.984,"ay",213,0.515151515151515,"Long"
"2042","time209",0.129413,738.204,1588.18,2724.975,"ay",213,0.525252525252525,"Long"
"2043","time209",0.131413,731.386,1590.522,2727.038,"ay",213,0.535353535353535,"Long"
"2044","time209",0.133413,725.387,1591.314,2714.935,"ay",213,0.545454545454545,"Long"
"2045","time209",0.135413,723.014,1596.157,2694.989,"ay",213,0.555555555555556,"Long"
"2046","time209",0.137413,724.454,1604.394,2677.989,"ay",213,0.565656565656566,"Long"
"2047","time209",0.139413,724.243,1609.083,2668.143,"ay",213,0.575757575757576,"Long"
"2048","time209",0.141413,720.428,1610.207,2665.556,"ay",213,0.585858585858586,"Long"
"2049","time209",0.143413,715.974,1613.076,2670.713,"ay",213,0.595959595959596,"Long"
"2050","time209",0.145413,713.499,1619.807,2689.555,"ay",213,0.606060606060606,"Long"
"2051","time209",0.147413,713.017,1625.867,2723.921,"ay",213,0.616161616161616,"Long"
"2052","time209",0.149413,713.298,1629.399,2754.501,"ay",213,0.626262626262626,"Long"
"2053","time209",0.151413,713.128,1633.338,2763.519,"ay",213,0.636363636363636,"Long"
"2054","time209",0.153413,711.507,1643.151,2745.176,"ay",213,0.646464646464646,"Long"
"2055","time209",0.155413,708.806,1660.152,2715.083,"ay",213,0.656565656565657,"Long"
"2056","time209",0.157413,705.82,1671.741,2691.43,"ay",213,0.666666666666667,"Long"
"2057","time209",0.159413,703.805,1671.542,2676.772,"ay",213,0.676767676767677,"Long"
"2058","time209",0.161413,705.901,1667.315,2669.286,"ay",213,0.686868686868687,"Long"
"2059","time209",0.163413,712.033,1667.156,2667.888,"ay",213,0.696969696969697,"Long"
"2060","time209",0.165413,714.969,1669.637,2669.187,"ay",213,0.707070707070707,"Long"
"2061","time209",0.167413,711.933,1670.494,2667.132,"ay",213,0.717171717171717,"Long"
"2062","time209",0.169413,705.669,1669.294,2656.981,"ay",213,0.727272727272727,"Long"
"2063","time209",0.171413,697.865,1670.04,2631.697,"ay",213,0.737373737373737,"Long"
"2064","time209",0.173413,691.592,1677.47,2609.316,"ay",213,0.747474747474748,"Long"
"2065","time209",0.175413,689.422,1685.738,2603.604,"ay",213,0.757575757575758,"Long"
"2066","time209",0.177413,689.991,1688.523,2607.538,"ay",213,0.767676767676768,"Long"
"2067","time209",0.179413,691.144,1686.754,2612.501,"ay",213,0.777777777777778,"Long"
"2068","time209",0.181413,691.197,1684.834,2610.398,"ay",213,0.787878787878788,"Long"
"2069","time209",0.183413,689.17,1686.671,2602.316,"ay",213,0.797979797979798,"Long"
"2070","time209",0.185413,685.941,1690.121,2602.592,"ay",213,0.808080808080808,"Long"
"2071","time209",0.187413,682.423,1693.758,2619.956,"ay",213,0.818181818181818,"Long"
"2072","time209",0.189413,678.299,1700.568,2643.799,"ay",213,0.828282828282828,"Long"
"2073","time209",0.191413,674.042,1713.933,2658.51,"ay",213,0.838383838383838,"Long"
"2074","time209",0.193413,670.634,1727.457,2664.834,"ay",213,0.848484848484849,"Long"
"2075","time209",0.195413,667.424,1733.135,2668.639,"ay",213,0.858585858585859,"Long"
"2076","time209",0.197413,664.154,1734.024,2675.408,"ay",213,0.868686868686869,"Long"
"2077","time209",0.199413,661.993,1734.258,2683.373,"ay",213,0.878787878787879,"Long"
"2078","time209",0.201413,661.532,1732.917,2686.037,"ay",213,0.888888888888889,"Long"
"2079","time209",0.203413,660.078,1728.311,2686.824,"ay",213,0.898989898989899,"Long"
"2080","time209",0.205413,657.009,1721.101,2667.622,"ay",213,0.90909090909091,"Long"
"2081","time209",0.207413,652.244,1714.63,2585.724,"ay",213,0.919191919191919,"Long"
"2082","time209",0.209413,646.583,1712.847,2455.264,"ay",213,0.92929292929293,"Long"
"2083","time209",0.211413,643.471,1713.938,2295.361,"ay",213,0.93939393939394,"Long"
"2084","time209",0.213413,643.23,1712.698,2189.714,"ay",213,0.94949494949495,"Long"
"2085","time209",0.215413,644.807,1709.258,2168.905,"ay",213,0.95959595959596,"Long"
"2086","time209",0.217413,647.558,1707.54,2206.581,"ay",213,0.96969696969697,"Long"
"2087","time209",0.219413,650.311,1705.32,2351.853,"ay",213,0.97979797979798,"Long"
"2088","time209",0.221413,651.264,1697.619,2582.948,"ay",213,0.98989898989899,"Long"
"2089","time209",0.223413,649.239,1684.636,2632.037,"ay",213,1,"Long"
