Token,DepVar,Style,GramStatus,Following.Seg,Sex,Age,Ethnicity
spending,In,narrative,gerund,labial,f,6,Italian
doing,In,narrative,progressive,vowel,f,6,Italian
beginning,Ing,response,noun,palatal,f,6,Italian
fighting,In,careful,participle,labial,f,6,Italian
saying,In,careful,progressive,0,f,6,Italian
coming,In,tangent,progressive,vowel,f,6,Italian
saying,In,tangent,progressive,0,f,6,Italian
playing,In,tangent,participle,apical,f,6,Italian
beginning,In,response,noun,labial,f,6,Italian
including,In,response,participle,labial,f,6,Italian
putting,In,narrative,participle,apical,f,6,Italian
having,In,narrative,progressive,labial,f,6,Italian
rattling,In,narrative,participle,vowel,f,6,Italian
throwing,In,narrative,participle,apical,f,6,Italian
nothing,In,careful,thing,0,f,6,Italian
treating,In,response,participle,0,f,6,Italian
saying,In,response,progressive,0,f,6,Italian
feeling,In,response,noun,labial,f,6,Italian
something,In,careful,thing,apical,f,6,Italian
nothing,In,careful,thing,apical,f,6,Italian
nursing,Ing,careful,gerund,apical,f,4,Italian
during,In,careful,during,apical,f,4,Italian
doing,In,narrative,progressive,apical,f,4,Italian
something,Ing,narrative,thing,labial,f,4,Italian
something,In,careful,thing,labial,f,4,Italian
interesting,Ing,careful,adjective,0,f,4,Italian
knowing,Ing,careful,participle,0,f,4,Italian
being,Ing,careful,participle,0,f,4,Italian
getting,Ing,careful,progressive,vowel,f,4,Italian
beginning,Ing,careful,noun,0,f,4,Italian
saying,Ing,careful,participle,vowel,f,4,Italian
something,Ing,careful,thing,apical,f,4,Italian
living,Ing,careful,progressive,vowel,f,4,Italian
boarding,Ing,careful,gerund,apical,f,4,Italian
interesting,Ing,careful,adjective,0,f,4,Italian
wedding,Ing,careful,noun,labial,f,4,Italian
wedding,Ing,response,noun,0,f,4,Italian
wedding,Ing,careful,noun,labial,f,4,Italian
trying,In,careful,progressive,apical,f,4,Italian
being,Ing,careful,progressive,palatal,f,4,Italian
having,In,careful,participle,vowel,f,4,Italian
taking,In,careful,participle,apical,f,4,Italian
washing,In,response,participle,0,f,4,Italian
passing,In,response,participle,apical,f,4,Italian
trying,In,careful,progressive,apical,f,4,Italian
being,In,response,participle,apical,f,4,Italian
yelling,Ing,careful,participle,vowel,f,4,Italian
being,In,careful,participle,apical,f,4,Italian
talking,In,tangent,progressive,apical,f,4,Italian
regarding,Ing,tangent,adjective,apical,f,4,Italian
going,In,tangent,progressive,vowel,f,4,Italian
thinking,In,response,participle,vowel,f,4,Italian
saying,Ing,careful,participle,palatal,f,4,Italian
easygoing,Ing,response,adjective,palatal,f,4,Italian
being,Ing,careful,participle,apical,f,4,Italian
nothing,In,response,thing,palatal,f,4,Italian
growing,Ing,response,participle,vowel,f,4,Italian
talking,In,careful,participle,labial,f,4,Italian
doing,In,careful,progressive,0,f,4,Italian
being,Ing,response,participle,velar,f,4,Italian
dreaming,Ing,narrative,participle,vowel,f,4,Italian
dreaming,In,narrative,participle,vowel,f,4,Italian
telling,In,narrative,participle,labial,f,4,Italian
something,Ing,narrative,thing,vowel,f,4,Italian
looking,In,narrative,progressive,vowel,f,4,Italian
something,In,narrative,thing,apical,f,4,Italian
amazing,Ing,response,adjective,0,f,4,Italian
telling,In,careful,participle,palatal,f,4,Italian
something,In,careful,thing,0,f,4,Italian
having,In,tangent,participle,apical,f,4,Italian
falling,In,narrative,participle,0,f,4,Italian
morning,Ing,narrative,noun,velar,f,4,Italian
happening,Ing,response,progressive,velar,f,4,Italian
falling,In,tangent,participle,0,f,4,Italian
tripping,In,tangent,participle,apical,f,4,Italian
getting,In,tangent,participle,apical,f,4,Italian
happening,In,tangent,participle,apical,f,4,Italian
something,Ing,careful,thing,apical,f,4,Italian
something,Ing,careful,thing,apical,f,4,Italian
wedding,Ing,careful,gerund,labial,f,4,Italian
something,Ing,careful,thing,apical,f,4,Italian
something,Ing,careful,thing,vowel,f,4,Italian
something,Ing,response,thing,apical,f,4,Italian
Thanksgiving,Ing,response,noun,labial,f,4,Italian
eating,In,careful,participle,0,f,4,Italian
eating,Ing,careful,progressive,vowel,f,4,Italian
doing,In,careful,participle,vowel,f,4,Italian
going,In,response,participle,vowel,f,4,Italian
exciting,Ing,careful,adjective,labial,f,4,Italian
having,Ing,careful,participle,labial,f,4,Italian
earrings,Ing,careful,noun,apical,f,4,Italian
going,In,careful,participle,vowel,f,4,Italian
taking,In,tangent,progressive,vowel,f,4,Italian
doing,In,tangent,participle,apical,f,4,Italian
saying,In,careful,progressive,apical,f,4,Italian
learning,Ing,careful,progressive,0,f,4,Italian
doing,In,group,progressive,0,f,4,Italian
boring,Ing,careful,adjective,apical,f,4,Italian
filling,Ing,response,participle,vowel,f,4,Italian
talking,In,careful,participle,vowel,f,4,Italian
getting,Ing,tangent,progressive,vowel,f,4,Italian
getting,Ing,tangent,progressive,labial,f,4,Italian
working,In,careful,participle,labial,f,4,Italian
answering,In,careful,participle,labial,f,4,Italian
railing,Ing,response,noun,0,f,4,Italian
saying,Ing,response,progressive,palatal,f,4,Italian
saying,In,response,participle,vowel,f,4,Italian
doing,In,group,progressive,apical,m,3,other
taking,In,response,progressive,velar,m,3,other
living,Ing,response,progressive,labial,m,3,other
singing,In,careful,gerund,labial,m,3,other
listening,Ing,careful,gerund,vowel,m,3,other
studying,Ing,careful,gerund,vowel,m,3,other
singing,In,response,progressive,vowel,m,3,other
singing,In,careful,progressive,vowel,m,3,other
talking,In,careful,progressive,apical,m,3,other
living,In,response,progressive,0,m,3,other
graduating,Ing,careful,gerund,apical,m,3,other
watching,In,careful,progressive,vowel,m,3,other
relaxing,In,careful,progressive,vowel,m,3,other
having,In,careful,progressive,velar,m,3,other
talking,Ing,careful,progressive,vowel,m,3,other
interesting,Ing,careful,adjective,vowel,m,3,other
something,Ing,careful,thing,0,m,3,other
dating,Ing,careful,participle,0,m,3,other
thanksgiving,Ing,careful,noun,labial,m,3,other
beginning,Ing,careful,noun,vowel,m,3,other
living,Ing,careful,progressive,vowel,m,3,other
chatting,Ing,careful,participle,vowel,m,3,other
talking,Ing,careful,participle,vowel,m,3,other
having,In,careful,participle,vowel,m,3,other
going,Ing,careful,participle,vowel,m,3,other
saying,Ing,careful,participle,apical,m,3,other
working,Ing,careful,participle,vowel,m,3,other
trying,Ing,careful,progressive,apical,m,3,other
working,Ing,careful,progressive,apical,m,3,other
walking,In,careful,progressive,labial,m,3,other
something,In,careful,thing,apical,m,3,other
hoping,In,careful,progressive,labial,m,3,other
living,In,careful,progressive,vowel,m,3,other
living,In,careful,progressive,vowel,m,3,other
changing,Ing,careful,participle,0,m,3,other
relaxing,In,careful,adjective,apical,m,3,other
passing,Ing,careful,participle,vowel,m,3,other
carrying,In,careful,participle,vowel,m,3,other
wedding,In,careful,noun,vowel,m,3,other
bringing,In,careful,gerund,vowel,m,3,other
coming,In,careful,progressive,labial,m,3,other
falling,In,careful,progressive,apical,m,3,other
calling,In,careful,progressive,0,m,3,other
dating,In,careful,gerund,labial,m,3,other
beginning,Ing,careful,noun,vowel,m,3,other
planning,Ing,careful,participle,vowel,m,3,other
being,Ing,careful,gerund,labial,m,3,other
working,Ing,careful,progressive,vowel,m,3,other
living,In,careful,noun,vowel,m,3,other
siblings,Ing,careful,progressive,apical,m,3,other
doing,Ing,response,progressive,vowel,f,5,Italian
waiting,Ing,response,progressive,apical,f,5,Italian
beginning,Ing,careful,noun,palatal,f,5,Italian
separating,Ing,careful,gerund,labial,f,5,Italian
making,In,careful,participle,apical,f,5,Italian
saying,Ing,careful,progressive,apical,f,5,Italian
living,Ing,careful,progressive,vowel,f,5,Italian
nothing,Ing,response,thing,apical,f,5,Italian
doing,In,group,progressive,0,f,5,Italian
barking,In,tangent,participle,apical,f,5,Italian
nothing,In,response,thing,apical,f,5,Italian
walking,In,careful,progressive,apical,f,5,Italian
looking,In,careful,participle,labial,f,5,Italian
waiting,In,careful,participle,apical,f,5,Italian
going,In,careful,progressive,labial,f,5,Italian
working,Ing,careful,progressive,vowel,f,2,polish
working,Ing,careful,progressive,vowel,f,2,polish
something,Ing,careful,thing,palatal,f,2,polish
working,In,careful,progressive,apical,f,2,polish
leaving,Ing,careful,participle,palatal,f,2,polish
something,Ing,careful,thing,0,f,2,polish
marron-looking,Ing,careful,adjective,labial,f,2,polish
siding,Ing,careful,noun,vowel,f,2,polish
settling,Ing,careful,progressive,apical,f,2,polish
sinking,Ing,careful,progressive,labial,f,2,polish
settling,Ing,careful,progressive,vowel,f,2,polish
causing,Ing,careful,progressive,vowel,f,2,polish
having,Ing,careful,progressive,apical,f,2,polish
parking,In,careful,gerund,apical,f,2,polish
going,Ing,careful,progressive,vowel,f,2,polish
starting,Ing,careful,progressive,apical,f,2,polish
changing,Ing,response,progressive,0,f,2,polish
interesting,Ing,careful,adjective,velar,f,2,polish
getting,Ing,careful,progressive,labial,f,2,polish
changing,Ing,careful,progressive,apical,f,2,polish
going,In,careful,participle,apical,f,2,polish
dying,Ing,careful,adjective,apical,f,2,polish
dying,Ing,careful,progressive,vowel,f,2,polish
growing,Ing,response,progressive,vowel,f,2,polish
during,In,careful,during,apical,f,2,polish
learning,Ing,careful,participle,vowel,f,2,polish
moving,Ing,careful,progressive,vowel,f,2,polish
performing,Ing,tangent,adjective,vowel,f,2,polish
thinking,Ing,response,progressive,vowel,f,2,polish
reading,Ing,careful,adjective,apical,f,2,polish
growing,Ing,careful,progressive,vowel,f,2,polish
muggings,Ing,careful,gerund,apical,f,2,polish
keeping,Ing,careful,progressive,apical,f,2,polish
bombing,Ing,narrative,gerund,vowel,f,2,polish
carrying,Ing,narrative,participle,labial,f,2,polish
carrying,Ing,narrative,participle,vowel,f,2,polish
carrying,Ing,narrative,participle,vowel,f,2,polish
getting,In,narrative,progressive,vowel,f,2,polish
leaving,Ing,narrative,progressive,vowel,f,2,polish
doing,Ing,group,progressive,vowel,f,2,polish
settling,Ing,group,progressive,0,f,2,polish
settling,Ing,group,progressive,apical,f,2,polish
coming,In,group,progressive,labial,f,2,polish
doing,Ing,careful,progressive,apical,f,2,polish
making,Ing,careful,participle,vowel,f,2,polish
integrating,Ing,careful,participle,labial,f,2,polish
escavating,Ing,careful,progressive,vowel,f,2,polish
amazing,Ing,careful,adjective,vowel,f,2,polish
going,In,careful,participle,apical,f,2,polish
smoking,Ing,response,gerund,labial,f,2,polish
going,In,response,gerund,vowel,f,2,polish
something,Ing,soapbox,thing,velar,f,2,polish
something,Ing,soapbox,thing,velar,f,2,polish
dying,Ing,response,progressive,labial,f,2,polish
nothing,Ing,response,thing,apical,f,2,polish
building,Ing,response,noun,vowel,f,2,polish
checking,Ing,narrative,progressive,vowel,f,2,polish
something,Ing,narrative,thing,apical,f,2,polish
selling,Ing,narrative,participle,apical,f,2,polish
dying,Ing,narrative,participle,vowel,f,2,polish
moving,Ing,narrative,progressive,vowel,f,2,polish
moving,Ing,narrative,progressive,vowel,f,2,polish
bombing,Ing,response,gerund,labial,f,2,polish
saying,Ing,soapbox,progressive,palatal,f,2,polish
running,Ing,kids,participle,apical,f,2,polish
walking,In,group,participle,vowel,f,2,polish
talking,In,group,participle,apical,f,2,polish
being,In,group,progressive,velar,f,2,polish
wondering,Ing,group,participle,vowel,f,2,polish
driving,Ing,group,gerund,0,f,2,polish
doing,Ing,careful,progressive,vowel,f,2,polish
trying,Ing,careful,progressive,apical,f,2,polish
interesting,Ing,careful,adjective,labial,f,2,polish
converting,Ing,careful,progressive,apical,f,2,polish
converting,Ing,careful,gerund,apical,f,2,polish
getting,In,careful,participle,vowel,f,2,polish
talking,In,careful,participle,vowel,f,2,polish
setting,Ing,careful,participle,vowel,f,2,polish
doing,In,response,progressive,0,f,2,polish
mowing,In,response,participle,apical,f,2,polish
something,Ing,careful,thing,apical,f,2,polish
closing,Ing,careful,adjective,velar,f,2,polish
savings,Ing,careful,gerund,apical,f,2,polish
collecting,Ing,careful,progressive,apical,f,2,polish
collecting,Ing,careful,participle,apical,f,2,polish
doing,Ing,careful,progressive,vowel,f,2,polish
savings,Ing,careful,gerund,apical,f,2,polish
savings,Ing,careful,gerund,labial,f,2,polish
meeting,Ing,tangent,progressive,apical,f,2,polish
living,Ing,response,progressive,labial,f,2,polish
going,In,group,progressive,apical,f,2,polish
amazing,Ing,careful,adjective,apical,f,2,polish
getting,Ing,response,gerund,palatal,f,2,polish
tutoring,Ing,careful,adjective,apical,f,2,polish
looking,Ing,careful,progressive,labial,f,2,polish
tutoring,Ing,careful,participle,apical,f,2,polish
growing,Ing,careful,progressive,vowel,f,6,Italian
feeling,Ing,careful,progressive,velar,f,6,Italian
being,Ing,careful,participle,apical,f,6,Italian
something,In,careful,thing,vowel,f,6,Italian
interesting,Ing,response,adjective,apical,f,6,Italian
something,Ing,careful,thing,0,f,6,Italian
something,Ing,careful,thing,velar,f,6,Italian
something,Ing,careful,thing,vowel,f,6,Italian
going,Ing,careful,adjective,labial,f,6,Italian
loving,Ing,careful,adjective,velar,f,6,Italian
caring,Ing,careful,adjective,velar,f,6,Italian
giving,Ing,careful,adjective,labial,f,6,Italian
being,Ing,narrative,participle,vowel,f,6,Italian
seeing,Ing,narrative,participle,vowel,f,6,Italian
morning,Ing,careful,noun,apical,f,6,Italian
talking,Ing,careful,participle,0,f,6,Italian
talking,Ing,careful,participle,apical,f,6,Italian
something,Ing,careful,thing,0,f,6,Italian
morning,Ing,careful,noun,labial,f,6,Italian
trying,Ing,narrative,progressive,apical,f,6,Italian
dying,Ing,narrative,progressive,palatal,f,6,Italian
expecting,Ing,narrative,progressive,vowel,f,6,Italian
telling,Ing,narrative,participle,labial,f,6,Italian
telling,Ing,narrative,progressive,labial,f,6,Italian
during,Ing,narrative,during,apical,f,6,Italian
coming,Ing,narrative,progressive,vowel,f,6,Italian
sitting,Ing,narrative,progressive,vowel,f,6,Italian
sitting,Ing,narrative,progressive,vowel,f,6,Italian
talking,Ing,narrative,participle,apical,f,6,Italian
saying,Ing,narrative,participle,labial,f,6,Italian
morning,Ing,narrative,noun,labial,f,6,Italian
something,Ing,response,thing,vowel,f,6,Italian
morning,Ing,narrative,noun,0,f,6,Italian
talking,Ing,narrative,participle,apical,f,6,Italian
sleeping,Ing,response,progressive,0,f,6,Italian
standing,In,narrative,progressive,labial,f,6,Italian
thinking,Ing,careful,gerund,0,f,6,Italian
something,Ing,careful,participle,apical,f,6,Italian
doing,Ing,careful,participle,apical,f,6,Italian
talking,Ing,careful,progressive,0,f,6,Italian
typing,Ing,narrative,gerund,velar,f,6,Italian
talking,Ing,tangent,gerund,labial,f,6,Italian
something,Ing,narrative,thing,apical,f,6,Italian
speaking,Ing,narrative,progressive,apical,f,6,Italian
focusing,Ing,careful,participle,vowel,f,6,Italian
cooking,Ing,tangent,participle,0,f,6,Italian
reading,Ing,language,progressive,apical,f,6,Italian
something,Ing,language,thing,0,f,6,Italian
something,Ing,language,thing,vowel,f,6,Italian
asking,In,narrative,participle,labial,f,6,Italian
waiting,Ing,narrative,progressive,labial,f,6,Italian
going,Ing,narrative,progressive,vowel,f,6,Italian
feeding,Ing,tangent,progressive,apical,f,6,Italian
dating,Ing,narrative,participle,labial,f,6,Italian
parting,Ing,narrative,progressive,labial,f,6,Italian
beginning,Ing,tangent,noun,0,f,6,Italian
keeping,In,tangent,progressive,0,f,6,Italian
having,Ing,careful,progressive,apical,f,6,Italian
founding,Ing,careful,participle,vowel,m,6,Irish
working,Ing,careful,participle,labial,m,6,Irish
developing,Ing,careful,participle,apical,m,6,Irish
zoning,Ing,careful,gerund,labial,m,6,Irish
having,Ing,careful,gerund,0,m,6,Irish
zoning,Ing,careful,gerund,labial,m,6,Irish
converting,Ing,soapbox,participle,labial,m,6,Irish
parking,Ing,soapbox,participle,vowel,m,6,Irish
getting,Ing,soapbox,participle,apical,m,6,Irish
zoning,Ing,soapbox,gerund,vowel,m,6,Irish
buildings,Ing,soapbox,noun,0,m,6,Irish
zoning,Ing,soapbox,gerund,apical,m,6,Irish
zoning,Ing,soapbox,gerund,0,m,6,Irish
zoning,Ing,soapbox,gerund,labial,m,6,Irish
zoning,Ing,soapbox,gerund,0,m,6,Irish
helping,Ing,soapbox,progressive,vowel,m,6,Irish
working,Ing,careful,gerund,0,m,6,Irish
answering,In,response,participle,labial,m,6,Irish
nothing,Ing,response,thing,apical,m,6,Irish
answering,In,careful,participle,labial,m,6,Irish
drinking,Ing,careful,participle,vowel,m,6,Irish
talking,Ing,careful,participle,vowel,m,6,Irish
picking,Ing,careful,participle,vowel,m,6,Irish
suffering,Ing,soapbox,progressive,vowel,m,6,Irish
working,Ing,soapbox,participle,vowel,m,6,Irish
working,Ing,soapbox,participle,vowel,m,6,Irish
trying,In,soapbox,participle,apical,m,6,Irish
trying,In,soapbox,participle,apical,m,6,Irish
growing,In,soapbox,progressive,vowel,m,6,Irish
meetings,Ing,soapbox,noun,apical,m,6,Irish
complaining,Ing,soapbox,participle,apical,m,6,Irish
nothing,Ing,soapbox,thing,labial,m,6,Irish
something,In,soapbox,participle,apical,m,6,Irish
something,In,soapbox,thing,labial,m,6,Irish
nothing,In,soapbox,thing,vowel,m,6,Irish
something,In,soapbox,thing,apical,m,6,Irish
sneaking,In,careful,participle,vowel,m,6,Irish
making,In,careful,participle,labial,m,6,Irish
closing,Ing,careful,progressive,vowel,m,6,Irish
funding,Ing,soapbox,gerund,labial,m,6,Irish
funding,Ing,soapbox,noun,vowel,m,6,Irish
funding,Ing,soapbox,noun,labial,m,6,Irish
funding,Ing,soapbox,noun,labial,m,6,Irish
funding,Ing,soapbox,noun,labial,m,6,Irish
enticing,Ing,soapbox,adjective,apical,m,6,Irish
floundering,Ing,soapbox,participle,0,m,6,Irish
floundering,Ing,soapbox,participle,0,m,6,Irish
flourishing,Ing,soapbox,participle,vowel,m,6,Irish
playing,In,group,participle,apical,m,6,Irish
moving,Ing,soapbox,participle,vowel,m,6,Irish
talking,In,careful,progressive,vowel,m,6,Irish
building,Ing,careful,progressive,apical,m,6,Irish
getting,Ing,soapbox,participle,apical,m,6,Irish
going,Ing,soapbox,adjective,0,m,6,Irish
growing,In,response,progressive,vowel,m,6,Irish
going,In,careful,participle,apical,m,6,Irish
something,Ing,careful,thing,vowel,m,6,Irish
something,Ing,tangent,thing,apical,m,6,Irish
diagraming,Ing,narrative,participle,vowel,m,6,Irish
something,In,narrative,thing,vowel,m,6,Irish
trying,In,narrative,participle,apical,m,6,Irish
trying,In,narrative,participle,apical,m,6,Irish
dancing,In,narrative,progressive,vowel,m,6,Irish
something,In,tangent,thing,apical,m,6,Irish
something,In,tangent,thing,palatal,m,6,Irish
nothing,Ing,careful,thing,labial,m,6,Irish
something,Ing,response,thing,palatal,m,6,Irish
crossing,In,narrative,progressive,0,m,6,Irish
shootings,Ing,careful,gerund,apical,m,6,Irish
stabbings,Ing,careful,gerund,apical,m,6,Irish
working,Ing,soapbox,gerund,apical,m,6,Irish
working,Ing,soapbox,progressive,apical,m,6,Irish
trying,In,soapbox,progressive,apical,m,6,Irish
morning,Ing,soapbox,noun,vowel,m,6,Irish
running,Ing,soapbox,progressive,0,m,6,Irish
running,In,soapbox,progressive,apical,m,6,Irish
dropping,In,soapbox,progressive,apical,m,6,Irish
working,In,soapbox,participle,apical,m,6,Irish
getting,Ing,soapbox,progressive,apical,m,6,Irish
bouncing,In,soapbox,progressive,vowel,m,6,Irish
going,In,soapbox,participle,vowel,m,6,Irish
having,In,group,participle,palatal,m,6,Irish
helping,In,tangent,participle,vowel,m,6,Irish
taking,In,tangent,participle,apical,m,6,Irish
watching,In,tangent,participle,apical,m,6,Irish
picking,In,tangent,participle,apical,m,6,Irish
training,Ing,careful,gerund,vowel,m,6,Irish
doing,In,careful,participle,apical,m,6,Irish
commuting,Ing,careful,progressive,labial,m,6,Irish
getting,Ing,careful,participle,vowel,m,6,Irish
playing,In,soapbox,progressive,labial,m,6,Irish
bombing,Ing,soapbox,gerund,vowel,m,6,Irish
making,In,soapbox,progressive,apical,m,6,Irish
harmonizing,Ing,tangent,gerund,0,m,6,Irish
singing,Ing,tangent,gerund,velar,m,6,Irish
interesting,Ing,response,adjective,velar,m,6,Irish
running,Ing,careful,progressive,labial,m,6,Irish
opening,Ing,careful,gerund,labial,m,6,Irish
interesting,Ing,careful,adjective,labial,m,6,Irish
making,In,soapbox,participle,vowel,m,6,Irish
saying,In,soapbox,noun,vowel,m,6,Irish
making,In,soapbox,progressive,labial,m,6,Irish
having,In,soapbox,participle,vowel,m,6,Irish
letting,Ing,soapbox,participle,labial,m,6,Irish
having,In,soapbox,participle,apical,m,6,Irish
running,Ing,soapbox,progressive,vowel,m,6,Irish
getting,Ing,soapbox,thing,velar,m,6,Irish
getting,Ing,soapbox,progressive,apical,m,6,Irish
landing,Ing,soapbox,noun,vowel,m,6,Irish
gambling,Ing,soapbox,gerund,vowel,m,6,Irish
knowing,Ing,careful,participle,0,m,6,Irish
bumping,In,careful,participle,labial,m,6,Irish
something,Ing,careful,thing,apical,m,6,Irish
something,Ing,group,thing,vowel,m,6,Irish
going,In,careful,progressive,apical,m,6,Irish
struggling,Ing,careful,progressive,vowel,m,6,Irish
parking,Ing,careful,gerund,labial,m,6,Irish
parking,Ing,careful,gerund,vowel,m,6,Irish
something,Ing,careful,thing,vowel,m,6,Irish
dropping,In,careful,participle,labial,m,6,Irish
walking,Ing,careful,participle,0,m,6,Irish
morning,Ing,careful,noun,0,m,6,Irish
something,Ing,careful,thing,vowel,m,6,Irish
something,In,careful,participle,vowel,m,6,Irish
doing,In,careful,participle,apical,m,6,Irish
rushing,In,careful,participle,palatal,m,6,Irish
rushing,In,careful,participle,vowel,m,6,Irish
something,In,careful,noun,vowel,m,6,Irish
something,Ing,tangent,thing,vowel,m,6,Irish
something,Ing,tangent,thing,apical,m,6,Irish
something,Ing,tangent,thing,velar,m,6,Irish
going,In,tangent,progressive,vowel,m,6,Irish
growing,In,careful,progressive,vowel,m,6,Irish
feeling,Ing,careful,noun,palatal,m,6,Irish
looking,In,group,progressive,vowel,m,6,Irish
complimenting,Ing,tangent,progressive,vowel,m,6,Irish
something,In,tangent,thing,apical,m,6,Irish
watching,In,tangent,participle,vowel,m,6,Irish
running,Ing,narrative,participle,vowel,m,6,Irish
doing,In,narrative,participle,vowel,m,6,Irish
parking,Ing,narrative,participle,velar,m,6,Irish
directing,In,narrative,participle,apical,m,6,Irish
dreaming,In,narrative,progressive,vowel,m,6,Irish
parking,Ing,narrative,participle,velar,m,6,Irish
directing,In,narrative,participle,apical,m,6,Irish
slowing,In,group,progressive,apical,m,6,Irish
growing,In,careful,progressive,vowel,m,6,Irish
embarassing,Ing,careful,adjective,vowel,m,6,Irish
something,Ing,careful,thing,palatal,m,6,Irish
looking,In,response,progressive,labial,f,4,Italian
trying,In,response,progressive,apical,f,4,Italian
thinking,In,tangent,progressive,apical,f,4,Italian
thinking,Ing,careful,participle,vowel,f,4,Italian
amazing,In,narrative,adjective,velar,f,4,Italian
exciting,Ing,narrative,adjective,apical,f,4,Italian
fastinating,Ing,narrative,adjective,apical,f,4,Italian
fastinating,Ing,careful,adjective,0,f,4,Italian
lighting,In,tangent,progressive,apical,f,4,Italian
beginning,Ing,narrative,noun,0,f,4,Italian
exciting,In,tangent,adjective,labial,f,4,Italian
coming,Ing,tangent,progressive,0,f,4,Italian
interesting,Ing,tangent,adjective,apical,f,4,Italian
welcoming,Ing,tangent,adjective,palatal,f,4,Italian
telling,In,tangent,progressive,0,f,4,Italian
freaking,In,narrative,progressive,vowel,f,4,Italian
something,In,narrative,thing,0,f,4,Italian
doing,In,group,progressive,vowel,f,4,Italian
doing,Ing,group,progressive,vowel,f,4,Italian
living,In,response,gerund,0,f,4,Italian
going,Ing,response,progressive,apical,f,4,Italian
something,In,tangent,thing,vowel,f,4,Italian
giving,In,tangent,gerund,vowel,f,4,Italian
doing,In,narrative,progressive,0,f,4,Italian
living,In,tangent,progressive,0,f,4,Italian
getting,Ing,careful,progressive,vowel,f,4,Italian
waiting,In,careful,progressive,labial,f,4,Italian
playing,In,careful,progressive,0,f,4,Italian
playing,In,careful,progressive,labial,f,4,Italian
playing,In,careful,progressive,vowel,f,4,Italian
living,In,careful,progressive,vowel,f,4,Italian
working,In,careful,progressive,0,f,4,Italian
living,In,response,progressive,vowel,f,3,Italian
doing,In,careful,participle,0,f,3,Italian
watching,In,careful,participle,apical,f,3,Italian
skating,In,careful,gerund,palatal,f,3,Italian
during,In,careful,during,apical,f,3,Italian
building,In,careful,progressive,apical,f,3,Italian
living,In,careful,progressive,vowel,f,3,Italian
taking,In,careful,participle,vowel,f,3,Italian
growing,In,careful,participle,vowel,f,3,Italian
,In,careful,participle,0,f,3,Italian
riding,In,careful,participle,labial,f,3,Italian
working,In,careful,progressive,labial,f,3,Italian
doing,In,soapbox,progressive,velar,f,3,Italian
learning,Ing,soapbox,progressive,vowel,f,3,Italian
messing,In,tangent,progressive,vowel,f,3,Italian
going,In,careful,participle,vowel,f,3,Italian
leaving,In,careful,participle,apical,f,3,Italian
coming,Ing,careful,participle,labial,f,3,Italian
walking,In,careful,participle,vowel,f,3,Italian
leaving,In,narrative,participle,labial,f,3,Italian
saying,Ing,careful,progressive,apical,f,3,Italian
hanging,Ing,narrative,participle,velar,f,3,Italian
outgoing,Ing,tangent,adjective,0,f,3,Italian
sounding,Ing,tangent,participle,apical,f,3,Italian
living,In,tangent,participle,0,f,3,Italian
getting,In,careful,progressive,apical,f,3,Italian
going,In,careful,progressive,labial,f,3,Italian
parking,In,careful,gerund,labial,f,3,Italian
sitting,In,careful,participle,vowel,f,3,Italian
talking,In,careful,participle,vowel,f,3,Italian
growing,In,tangent,participle,vowel,f,3,Italian
racing,In,tangent,participle,apical,f,3,Italian
having,Ing,tangent,participle,apical,f,3,Italian
during,In,tangent,during,apical,f,3,Italian
leaving,In,tangent,participle,apical,f,3,Italian
Savings,Ing,careful,gerund,apical,f,3,Italian
working,In,careful,progressive,apical,f,3,Italian
trucking,Ing,careful,gerund,velar,f,3,Italian
being,In,careful,participle,vowel,f,3,Italian
being,In,careful,participle,vowel,f,3,Italian
going,In,careful,progressive,apical,f,3,Italian
getting,In,tangent,participle,vowel,f,3,Italian
marrying,In,tangent,participle,0,f,3,Italian
finding,In,tangent,participle,vowel,f,3,Italian
getting,In,tangent,participle,labial,f,3,Italian
having,Ing,tangent,participle,velar,f,3,Italian
